CLAIM_ID,POLICY_ID,CUSTOMER_ID,STATE,LINE_OF_BUSINESS,BROKER_ID,CLAIM_TYPE,CLAIM_AMOUNT,CLAIM_STATUS,DATE_REPORTED,NOTES,DATE_RESOLVED,IS_CLOSED
C00559,P10463,CU1200,CA,Homeowners,Broker_8,Theft,1089.78,Closed,2025-05-09 05:28:33.641245,Minor water damage,2025-06-25 05:28:33.641245,1
C00560,P10245,CU1644,IL,Commercial,Broker_7,Fire,3320.4,Denied,2025-06-03 05:28:33.641247,Customer reported late,,0
C00561,P10080,CU1576,CA,Auto,Broker_1,Accident,7680.34,Closed,2024-12-21 05:28:33.641249,Total loss due to fire,2025-01-28 05:28:33.641249,1
C00562,P10661,CU1562,IL,Homeowners,Broker_4,Liability,3322.76,Open,2025-02-17 05:28:33.641252,Total loss due to fire,,0
C00563,P10908,CU1516,IL,Commercial,Broker_3,Liability,2043.43,Closed,2025-01-07 05:28:33.641254,Minor water damage,2025-03-08 05:28:33.641254,1
C00564,P10395,CU1062,TX,Auto,Broker_6,Theft,429.71,Closed,2025-07-14 05:28:33.641258,Customer reported late,2025-08-28 05:28:33.641258,1
C00565,P10521,CU1213,FL,Life,Broker_9,Flood,3995.82,Open,2025-06-15 05:28:33.641260,Minor water damage,,0
C00566,P10832,CU1488,FL,Commercial,Broker_9,Fire,1582.25,Open,2025-02-06 05:28:33.641262,Total loss due to fire,,0
C00567,P10735,CU1928,NY,Commercial,Broker_7,Theft,4771.7,Open,2024-11-15 05:28:33.641264,Adjuster flagged for review,,0
C00568,P10925,CU1581,TX,Auto,Broker_9,Flood,18902.29,Closed,2024-09-29 05:28:33.641267,Theft with forced entry,2024-10-05 05:28:33.641267,1
C00569,P10263,CU1875,FL,Life,Broker_8,Fire,590.06,Denied,2025-06-27 05:28:33.641269,Total loss due to fire,,0
C00570,P10660,CU1209,IL,Homeowners,Broker_5,Accident,1192.08,Open,2024-08-07 05:28:33.641272,Adjuster flagged for review,,0
C00571,P10789,CU1665,IL,Homeowners,Broker_9,Liability,3203.67,Closed,2024-07-29 05:28:33.641274,Theft with forced entry,2024-09-11 05:28:33.641274,1
C00572,P10273,CU1985,CA,Homeowners,Broker_7,Flood,17306.94,Pending,2025-07-22 05:28:33.641276,Vehicle rear-ended,,0
C00573,P10705,CU1657,CA,Homeowners,Broker_5,Fire,7387.88,Open,2025-02-17 05:28:33.641279,Customer reported late,,0
C00574,P10943,CU1690,IL,Commercial,Broker_8,Theft,11425.16,Closed,2025-04-03 05:28:33.641281,Adjuster flagged for review,2025-05-03 05:28:33.641281,1
C00575,P10171,CU1566,IL,Homeowners,Broker_7,Fire,2030.19,Pending,2025-04-06 05:28:33.641284,Vehicle rear-ended,,0
C00576,P10264,CU1456,CA,Homeowners,Broker_9,Theft,24165.67,Pending,2024-08-21 05:28:33.641286,Total loss due to fire,,0
C00577,P10962,CU1848,FL,Life,Broker_10,Liability,542.57,Open,2025-04-17 05:28:33.641289,Customer reported late,,0
C00578,P10821,CU1058,NY,Homeowners,Broker_1,Liability,272.14,Open,2024-12-16 05:28:33.641291,Adjuster flagged for review,,0
C00579,P10025,CU1198,CA,Homeowners,Broker_9,Fire,9675.93,Open,2024-09-04 05:28:33.641293,Total loss due to fire,,0
C00580,P10468,CU1976,FL,Auto,Broker_7,Fire,13104.65,Closed,2025-07-16 05:28:33.641296,Customer reported late,2025-08-16 05:28:33.641296,1
C00581,P10861,CU1958,FL,Auto,Broker_1,Theft,474.77,Closed,2024-12-06 05:28:33.641298,Customer reported late,2025-01-12 05:28:33.641298,1
C00582,P10475,CU1342,FL,Auto,Broker_1,Theft,601.96,Closed,2025-07-18 05:28:33.641300,Total loss due to fire,2025-08-10 05:28:33.641300,1
C00583,P10355,CU1406,TX,Commercial,Broker_5,Flood,168.68,Closed,2024-11-24 05:28:33.641303,Total loss due to fire,2024-12-19 05:28:33.641303,1
C00584,P10025,CU1198,TX,Homeowners,Broker_8,Flood,551.91,Open,2025-01-01 05:28:33.641305,Adjuster flagged for review,,0
C00585,P10033,CU1312,FL,Auto,Broker_9,Flood,1174.94,Closed,2025-01-10 05:28:33.641307,Customer reported late,2025-03-07 05:28:33.641307,1
C00586,P10263,CU1875,IL,Life,Broker_6,Fire,17545.58,Closed,2025-06-04 05:28:33.641310,Adjuster flagged for review,2025-07-01 05:28:33.641310,1
C00587,P10137,CU1065,TX,Commercial,Broker_10,Flood,5511.0,Closed,2025-07-02 05:28:33.641312,Customer reported late,2025-07-07 05:28:33.641312,1
C00588,P10815,CU1707,CA,Auto,Broker_8,Fire,7537.86,Closed,2024-09-14 05:28:33.641314,Adjuster flagged for review,2024-10-26 05:28:33.641314,1
C00589,P10694,CU1126,TX,Auto,Broker_6,Liability,7483.66,Closed,2024-11-20 05:28:33.641317,Total loss due to fire,2025-01-11 05:28:33.641317,1
C00590,P10874,CU1763,IL,Homeowners,Broker_6,Accident,3829.38,Open,2025-02-28 05:28:33.641319,Total loss due to fire,,0
C00591,P10753,CU1443,NY,Homeowners,Broker_4,Liability,7984.8,Open,2025-02-13 05:28:33.641321,Minor water damage,,0
C00592,P10565,CU1703,TX,Life,Broker_5,Fire,4529.32,Open,2024-11-16 05:28:33.641324,Adjuster flagged for review,,0
C00593,P10461,CU1683,FL,Commercial,Broker_2,Fire,1888.37,Open,2024-12-13 05:28:33.641329,Minor water damage,,0
C00594,P10167,CU1163,FL,Auto,Broker_3,Accident,4117.53,Closed,2025-03-11 05:28:33.641331,Minor water damage,2025-04-08 05:28:33.641331,1
C00595,P10630,CU1989,FL,Auto,Broker_3,Theft,3812.58,Open,2025-07-23 05:28:33.641334,Vehicle rear-ended,,0
C00596,P10654,CU1449,NY,Life,Broker_5,Theft,8670.84,Open,2025-06-02 05:28:33.641336,Customer reported late,,0
C00597,P10080,CU1576,IL,Auto,Broker_5,Theft,20011.71,Closed,2024-09-26 05:28:33.641338,Theft with forced entry,2024-10-24 05:28:33.641338,1
C00598,P10756,CU1418,CA,Auto,Broker_6,Flood,2647.01,Closed,2024-08-20 05:28:33.641341,Vehicle rear-ended,2024-09-17 05:28:33.641341,1
C00599,P10913,CU1557,IL,Commercial,Broker_5,Theft,7206.72,Closed,2024-12-08 05:28:33.641343,Customer reported late,2024-12-21 05:28:33.641343,1
C00600,P10863,CU1636,NY,Homeowners,Broker_6,Flood,525.49,Closed,2024-09-27 05:28:33.641346,Theft with forced entry,2024-11-15 05:28:33.641346,1
C00601,P10869,CU1995,FL,Homeowners,Broker_8,Flood,7499.14,Closed,2024-12-24 05:28:33.641348,Minor water damage,2025-01-29 05:28:33.641348,1
C00602,P10406,CU1933,IL,Homeowners,Broker_2,Theft,2321.44,Pending,2025-04-11 05:28:33.641350,Theft with forced entry,,0
C00603,P10573,CU1343,CA,Commercial,Broker_4,Theft,200.93,Open,2025-06-30 05:28:33.641352,Total loss due to fire,,0
C00604,P10045,CU1914,FL,Auto,Broker_6,Accident,2256.86,Closed,2025-07-08 05:28:33.641355,Total loss due to fire,2025-09-05 05:28:33.641355,1
C00605,P10598,CU1619,CA,Commercial,Broker_5,Accident,4716.29,Pending,2025-03-10 05:28:33.641357,Adjuster flagged for review,,0
C00606,P10610,CU1601,TX,Homeowners,Broker_1,Flood,634.91,Denied,2025-05-25 05:28:33.641360,Customer reported late,,0
C00607,P10806,CU1121,CA,Auto,Broker_9,Accident,12887.38,Open,2025-05-27 05:28:33.641362,Vehicle rear-ended,,0
C00608,P10910,CU1183,FL,Life,Broker_3,Flood,404.27,Closed,2024-12-12 05:28:33.641365,Minor water damage,2025-02-08 05:28:33.641365,1
C00609,P10052,CU1424,TX,Homeowners,Broker_2,Fire,13296.78,Open,2025-07-09 05:28:33.641367,Customer reported late,,0
C00610,P10983,CU1348,FL,Auto,Broker_9,Flood,6140.26,Closed,2024-12-13 05:28:33.641370,Minor water damage,2025-02-11 05:28:33.641370,1
C00611,P10703,CU1437,FL,Homeowners,Broker_7,Flood,2000.24,Closed,2024-09-04 05:28:33.641372,Total loss due to fire,2024-09-25 05:28:33.641372,1
C00612,P10958,CU1328,TX,Commercial,Broker_5,Accident,2477.64,Closed,2024-09-24 05:28:33.641374,Vehicle rear-ended,2024-11-09 05:28:33.641374,1
C00613,P10475,CU1342,CA,Auto,Broker_6,Fire,6750.96,Closed,2024-12-19 05:28:33.641377,Vehicle rear-ended,2025-01-10 05:28:33.641377,1
C00614,P10591,CU1906,NY,Commercial,Broker_4,Liability,4599.88,Closed,2024-11-05 05:28:33.641380,Total loss due to fire,2024-11-20 05:28:33.641380,1
C00615,P10015,CU1638,NY,Homeowners,Broker_1,Liability,5568.27,Closed,2025-03-29 05:28:33.641384,Theft with forced entry,2025-04-11 05:28:33.641384,1
C00616,P10359,CU1887,NY,Auto,Broker_4,Liability,2464.64,Denied,2025-04-22 05:28:33.641389,Vehicle rear-ended,,0
C00617,P10486,CU1025,NY,Auto,Broker_9,Fire,3345.33,Closed,2025-04-02 05:28:33.641393,Theft with forced entry,2025-05-02 05:28:33.641393,1
C00618,P10837,CU1853,IL,Auto,Broker_1,Theft,22960.03,Open,2025-02-27 05:28:33.641398,Minor water damage,,0
C00619,P10705,CU1657,NY,Homeowners,Broker_10,Fire,1203.5,Closed,2025-04-06 05:28:33.641401,Vehicle rear-ended,2025-05-14 05:28:33.641401,1
C00620,P10501,CU1347,TX,Auto,Broker_3,Accident,2705.19,Open,2024-12-07 05:28:33.641403,Adjuster flagged for review,,0
C00621,P10140,CU1253,NY,Life,Broker_5,Flood,1725.31,Closed,2025-02-15 05:28:33.641405,Total loss due to fire,2025-03-11 05:28:33.641405,1
C00622,P10619,CU1342,FL,Commercial,Broker_7,Flood,7243.22,Pending,2024-11-28 05:28:33.641408,Theft with forced entry,,0
C00623,P10814,CU1645,NY,Auto,Broker_9,Accident,7219.88,Denied,2024-08-15 05:28:33.641411,Adjuster flagged for review,,0
C00624,P10776,CU1387,CA,Commercial,Broker_6,Accident,1729.7,Closed,2025-03-07 05:28:33.641414,Minor water damage,2025-04-06 05:28:33.641414,1
C00625,P10446,CU1669,TX,Life,Broker_3,Flood,424.47,Open,2025-04-13 05:28:33.641416,Minor water damage,,0
C00626,P10289,CU1074,TX,Homeowners,Broker_7,Theft,57.49,Open,2024-09-22 05:28:33.641418,Vehicle rear-ended,,0
C00627,P10208,CU1365,IL,Homeowners,Broker_4,Theft,2788.28,Closed,2025-05-14 05:28:33.641421,Vehicle rear-ended,2025-05-24 05:28:33.641421,1
C00628,P10474,CU1300,FL,Life,Broker_3,Theft,2641.03,Open,2025-04-03 05:28:33.641424,Adjuster flagged for review,,0
C00629,P10412,CU1285,TX,Life,Broker_7,Accident,22279.39,Closed,2024-12-12 05:28:33.641426,Customer reported late,2025-01-12 05:28:33.641426,1
C00630,P10676,CU1911,CA,Life,Broker_7,Flood,3172.52,Open,2024-12-28 05:28:33.641428,Customer reported late,,0
C00631,P10426,CU1040,NY,Auto,Broker_4,Flood,1481.38,Closed,2024-08-17 05:28:33.641432,Vehicle rear-ended,2024-10-16 05:28:33.641432,1
C00632,P10853,CU1532,TX,Commercial,Broker_7,Flood,11092.57,Open,2025-07-20 05:28:33.641436,Customer reported late,,0
C00633,P10370,CU1845,CA,Commercial,Broker_2,Fire,3377.2,Pending,2024-10-14 05:28:33.641441,Total loss due to fire,,0
C00634,P10831,CU1164,NY,Life,Broker_1,Fire,4571.16,Closed,2025-06-23 05:28:33.641445,Adjuster flagged for review,2025-08-06 05:28:33.641445,1
C00635,P10663,CU1712,IL,Auto,Broker_2,Liability,502.8,Closed,2024-08-07 05:28:33.641449,Total loss due to fire,2024-10-02 05:28:33.641449,1
C00636,P10966,CU1863,TX,Homeowners,Broker_4,Fire,2413.75,Open,2024-10-29 05:28:33.641451,Customer reported late,,0
C00637,P10289,CU1074,TX,Homeowners,Broker_8,Theft,14432.03,Closed,2025-03-05 05:28:33.641454,Vehicle rear-ended,2025-04-15 05:28:33.641454,1
C00638,P10431,CU1513,CA,Life,Broker_3,Theft,4451.96,Open,2025-06-28 05:28:33.641456,Total loss due to fire,,0
C00639,P10267,CU1225,FL,Commercial,Broker_10,Theft,2111.8,Closed,2025-05-09 05:28:33.641459,Minor water damage,2025-05-19 05:28:33.641459,1
C00640,P10150,CU1790,IL,Homeowners,Broker_6,Theft,4913.05,Denied,2024-10-08 05:28:33.641461,Vehicle rear-ended,,0
C00641,P10718,CU1799,FL,Commercial,Broker_6,Liability,12062.62,Closed,2025-03-06 05:28:33.641464,Adjuster flagged for review,2025-04-03 05:28:33.641464,1
C00642,P10254,CU1645,TX,Commercial,Broker_9,Theft,1600.96,Closed,2025-03-03 05:28:33.641467,Theft with forced entry,2025-04-17 05:28:33.641467,1
C00643,P10352,CU1645,FL,Auto,Broker_9,Accident,3517.17,Closed,2024-12-23 05:28:33.641470,Theft with forced entry,2025-02-02 05:28:33.641470,1
C00644,P10376,CU1855,NY,Life,Broker_4,Accident,15933.33,Pending,2025-05-09 05:28:33.641474,Vehicle rear-ended,,0
C00645,P10652,CU1104,IL,Auto,Broker_9,Accident,946.1,Pending,2025-02-26 05:28:33.641478,Customer reported late,,0
C00646,P10854,CU1299,FL,Auto,Broker_6,Fire,6358.83,Closed,2025-01-19 05:28:33.641483,Total loss due to fire,2025-03-07 05:28:33.641483,1
C00647,P10357,CU1602,NY,Auto,Broker_2,Flood,4765.82,Closed,2025-06-12 05:28:33.641486,Total loss due to fire,2025-08-10 05:28:33.641486,1
C00648,P10607,CU1239,CA,Commercial,Broker_10,Liability,5692.1,Closed,2025-01-27 05:28:33.641490,Vehicle rear-ended,2025-02-04 05:28:33.641490,1
C00649,P10940,CU1498,FL,Commercial,Broker_6,Accident,2163.31,Open,2025-01-17 05:28:33.641495,Minor water damage,,0
C00650,P10369,CU1541,IL,Auto,Broker_2,Accident,1883.51,Closed,2025-02-17 05:28:33.641499,Adjuster flagged for review,2025-02-22 05:28:33.641499,1
C00651,P10226,CU1259,NY,Homeowners,Broker_8,Theft,5763.38,Closed,2025-01-28 05:28:33.641503,Customer reported late,2025-03-23 05:28:33.641503,1
C00652,P10704,CU1106,FL,Life,Broker_4,Accident,1213.82,Open,2025-02-25 05:28:33.641505,Minor water damage,,0
C00653,P10302,CU1930,CA,Homeowners,Broker_5,Theft,2720.66,Open,2024-08-12 05:28:33.641508,Vehicle rear-ended,,0
C00654,P10825,CU1912,FL,Auto,Broker_8,Theft,1042.35,Closed,2025-04-28 05:28:33.641510,Vehicle rear-ended,2025-06-04 05:28:33.641510,1
C00655,P10388,CU1274,NY,Life,Broker_8,Flood,41.7,Denied,2025-04-21 05:28:33.641513,Minor water damage,,0
C00656,P10376,CU1855,FL,Life,Broker_6,Fire,17542.36,Closed,2025-01-21 05:28:33.641516,Theft with forced entry,2025-02-02 05:28:33.641516,1
C00657,P10972,CU1442,IL,Homeowners,Broker_4,Theft,2825.56,Closed,2024-10-18 05:28:33.641520,Vehicle rear-ended,2024-10-28 05:28:33.641520,1
C00658,P10117,CU1877,TX,Life,Broker_1,Theft,17425.55,Closed,2025-01-05 05:28:33.641526,Adjuster flagged for review,2025-02-25 05:28:33.641526,1
C00659,P10004,CU1849,NY,Commercial,Broker_7,Flood,756.0,Closed,2025-01-13 05:28:33.641530,Customer reported late,2025-02-26 05:28:33.641530,1
C00660,P10443,CU1061,NY,Homeowners,Broker_8,Theft,4425.98,Closed,2025-07-10 05:28:33.641533,Minor water damage,2025-07-20 05:28:33.641533,1
C00661,P10351,CU1736,NY,Commercial,Broker_9,Liability,1121.81,Closed,2025-02-20 05:28:33.641536,Theft with forced entry,2025-04-08 05:28:33.641536,1
C00662,P10754,CU1913,NY,Life,Broker_2,Fire,7805.0,Open,2024-08-04 05:28:33.641538,Minor water damage,,0
C00663,P10532,CU1379,FL,Life,Broker_1,Liability,7655.51,Closed,2025-03-17 05:28:33.641541,Theft with forced entry,2025-05-13 05:28:33.641541,1
C00664,P10663,CU1712,IL,Auto,Broker_4,Accident,597.34,Open,2025-03-22 05:28:33.641543,Theft with forced entry,,0
C00665,P10639,CU1935,CA,Auto,Broker_5,Fire,12155.76,Closed,2025-06-25 05:28:33.641546,Adjuster flagged for review,2025-07-31 05:28:33.641546,1
C00666,P10123,CU1212,IL,Auto,Broker_10,Accident,1082.27,Pending,2024-08-15 05:28:33.641548,Customer reported late,,0
C00667,P10657,CU1972,NY,Auto,Broker_1,Theft,4746.36,Open,2025-01-24 05:28:33.641550,Vehicle rear-ended,,0
C00668,P10276,CU1759,FL,Homeowners,Broker_5,Flood,21214.32,Closed,2025-03-16 05:28:33.641554,Theft with forced entry,2025-04-04 05:28:33.641554,1
C00669,P10821,CU1058,FL,Homeowners,Broker_6,Liability,10702.18,Closed,2025-02-14 05:28:33.641558,Vehicle rear-ended,2025-04-04 05:28:33.641558,1
C00670,P10393,CU1326,NY,Life,Broker_3,Accident,15682.33,Denied,2025-02-04 05:28:33.641562,Customer reported late,,0
C00671,P10663,CU1712,FL,Auto,Broker_7,Theft,2097.3,Closed,2024-10-07 05:28:33.641567,Vehicle rear-ended,2024-11-04 05:28:33.641567,1
C00672,P10359,CU1887,NY,Auto,Broker_6,Liability,557.87,Closed,2024-12-26 05:28:33.641571,Adjuster flagged for review,2025-02-08 05:28:33.641571,1
C00673,P10622,CU1726,IL,Homeowners,Broker_4,Liability,1043.41,Denied,2025-07-28 05:28:33.641575,Adjuster flagged for review,,0
C00674,P10468,CU1976,TX,Auto,Broker_3,Accident,3470.69,Closed,2025-05-26 05:28:33.641578,Total loss due to fire,2025-06-20 05:28:33.641578,1
C00675,P10984,CU1725,FL,Life,Broker_5,Theft,7880.73,Closed,2025-07-16 05:28:33.641581,Adjuster flagged for review,2025-07-29 05:28:33.641581,1
C00676,P10627,CU1657,NY,Life,Broker_3,Flood,813.5,Closed,2025-05-31 05:28:33.641583,Theft with forced entry,2025-06-08 05:28:33.641583,1
C00677,P10699,CU1504,NY,Commercial,Broker_10,Accident,5390.1,Denied,2025-03-30 05:28:33.641585,Customer reported late,,0
C00678,P10056,CU1707,FL,Homeowners,Broker_9,Liability,1954.69,Open,2024-08-02 05:28:33.641588,Adjuster flagged for review,,0
C00679,P10250,CU1264,CA,Commercial,Broker_9,Liability,2086.69,Closed,2025-03-22 05:28:33.641590,Minor water damage,2025-04-13 05:28:33.641590,1
C00680,P10895,CU1116,NY,Auto,Broker_6,Fire,5422.33,Closed,2024-08-21 05:28:33.641592,Customer reported late,2024-09-17 05:28:33.641592,1
C00681,P10918,CU1146,FL,Life,Broker_6,Theft,3146.16,Closed,2025-02-28 05:28:33.641595,Theft with forced entry,2025-04-25 05:28:33.641595,1
C00682,P10149,CU1435,NY,Commercial,Broker_4,Fire,8357.45,Closed,2025-03-23 05:28:33.641597,Customer reported late,2025-04-16 05:28:33.641597,1
C00683,P10451,CU1493,CA,Commercial,Broker_4,Flood,847.53,Closed,2024-09-22 05:28:33.641599,Adjuster flagged for review,2024-09-30 05:28:33.641599,1
C00684,P10161,CU1585,TX,Life,Broker_2,Accident,7802.01,Open,2025-06-04 05:28:33.641602,Minor water damage,,0
C00685,P10119,CU1213,CA,Life,Broker_10,Liability,331.96,Closed,2025-06-26 05:28:33.641604,Total loss due to fire,2025-07-06 05:28:33.641604,1
C00686,P10581,CU1570,IL,Homeowners,Broker_4,Theft,1078.69,Closed,2025-01-16 05:28:33.641607,Theft with forced entry,2025-02-28 05:28:33.641607,1
C00687,P10923,CU1819,FL,Commercial,Broker_8,Liability,5337.74,Pending,2025-07-11 05:28:33.641609,Theft with forced entry,,0
C00688,P10350,CU1114,CA,Life,Broker_10,Fire,9652.54,Open,2025-07-11 05:28:33.641611,Customer reported late,,0
C00689,P10098,CU1343,TX,Auto,Broker_2,Fire,1456.31,Denied,2025-04-18 05:28:33.641613,Vehicle rear-ended,,0
C00690,P10166,CU1296,NY,Life,Broker_9,Accident,1981.47,Closed,2025-01-15 05:28:33.641617,Vehicle rear-ended,2025-03-14 05:28:33.641617,1
C00691,P10809,CU1169,FL,Homeowners,Broker_1,Theft,3851.45,Open,2025-04-25 05:28:33.641621,Minor water damage,,0
C00692,P10662,CU1117,CA,Homeowners,Broker_2,Theft,1188.58,Closed,2025-07-28 05:28:33.641625,Total loss due to fire,2025-08-27 05:28:33.641625,1
C00693,P10837,CU1853,TX,Auto,Broker_2,Accident,8334.18,Open,2025-05-01 05:28:33.641629,Total loss due to fire,,0
C00694,P10975,CU1942,CA,Homeowners,Broker_6,Fire,7428.07,Pending,2025-06-23 05:28:33.641633,Customer reported late,,0
C00695,P10513,CU1346,IL,Homeowners,Broker_7,Fire,784.98,Denied,2025-06-19 05:28:33.641637,Customer reported late,,0
C00696,P10663,CU1712,FL,Auto,Broker_3,Fire,3116.52,Open,2025-05-01 05:28:33.641641,Vehicle rear-ended,,0
C00697,P10400,CU1632,NY,Homeowners,Broker_9,Liability,7454.45,Open,2025-03-25 05:28:33.641645,Adjuster flagged for review,,0
C00698,P10364,CU1500,TX,Life,Broker_5,Flood,2057.39,Closed,2025-07-26 05:28:33.641649,Total loss due to fire,2025-09-23 05:28:33.641649,1
C00699,P10576,CU1552,CA,Auto,Broker_5,Fire,5013.42,Closed,2024-11-07 05:28:33.641653,Adjuster flagged for review,2024-12-08 05:28:33.641653,1
C00700,P10325,CU1578,FL,Commercial,Broker_4,Flood,257.59,Closed,2024-09-07 05:28:33.641658,Total loss due to fire,2024-09-12 05:28:33.641658,1
C00701,P10580,CU1818,CA,Life,Broker_9,Flood,4691.26,Closed,2025-05-03 05:28:33.641662,Adjuster flagged for review,2025-05-11 05:28:33.641662,1
C00702,P10632,CU1638,FL,Commercial,Broker_8,Theft,828.22,Closed,2025-02-09 05:28:33.641666,Adjuster flagged for review,2025-04-10 05:28:33.641666,1
C00703,P10620,CU1669,IL,Homeowners,Broker_4,Accident,8876.97,Open,2025-02-21 05:28:33.641670,Total loss due to fire,,0
C00704,P10827,CU1735,CA,Homeowners,Broker_4,Liability,2196.01,Denied,2025-06-09 05:28:33.641674,Minor water damage,,0
C00705,P10246,CU1226,IL,Life,Broker_2,Flood,1653.32,Denied,2025-07-20 05:28:33.641677,Minor water damage,,0
C00706,P10433,CU1636,TX,Auto,Broker_9,Liability,9190.77,Closed,2024-10-17 05:28:33.641680,Customer reported late,2024-10-31 05:28:33.641680,1
C00707,P10092,CU1879,IL,Commercial,Broker_3,Theft,257.22,Denied,2024-11-11 05:28:33.641682,Adjuster flagged for review,,0
C00708,P10267,CU1225,FL,Commercial,Broker_4,Fire,2525.95,Open,2025-03-12 05:28:33.641685,Adjuster flagged for review,,0
C00709,P10614,CU1452,TX,Auto,Broker_7,Flood,2310.21,Open,2024-11-14 05:28:33.641688,Adjuster flagged for review,,0
C00710,P10942,CU1464,CA,Life,Broker_10,Accident,1675.97,Closed,2025-05-05 05:28:33.641690,Adjuster flagged for review,2025-06-15 05:28:33.641690,1
C00711,P10962,CU1848,CA,Life,Broker_8,Theft,12138.15,Closed,2025-07-26 05:28:33.641692,Adjuster flagged for review,2025-08-17 05:28:33.641692,1
C00712,P10623,CU1688,FL,Homeowners,Broker_8,Liability,6950.07,Closed,2024-10-17 05:28:33.641695,Vehicle rear-ended,2024-11-02 05:28:33.641695,1
C00713,P10320,CU1967,NY,Auto,Broker_4,Fire,330.29,Denied,2025-03-03 05:28:33.641697,Theft with forced entry,,0
C00714,P10922,CU1747,NY,Homeowners,Broker_7,Liability,6270.85,Pending,2025-06-17 05:28:33.641699,Adjuster flagged for review,,0
C00715,P10815,CU1707,CA,Auto,Broker_10,Accident,3746.46,Closed,2024-12-22 05:28:33.641702,Vehicle rear-ended,2025-01-31 05:28:33.641702,1
C00716,P10855,CU1138,FL,Homeowners,Broker_1,Flood,11556.51,Closed,2025-02-12 05:28:33.641704,Minor water damage,2025-03-02 05:28:33.641704,1
C00717,P10061,CU1288,NY,Life,Broker_6,Accident,1876.71,Open,2025-06-24 05:28:33.641706,Adjuster flagged for review,,0
C00718,P10299,CU1861,IL,Commercial,Broker_6,Liability,4268.48,Open,2025-06-02 05:28:33.641711,Minor water damage,,0
C00719,P10402,CU1786,CA,Homeowners,Broker_6,Liability,3473.29,Closed,2024-08-30 05:28:33.641715,Customer reported late,2024-10-09 05:28:33.641715,1
C00720,P10954,CU1364,IL,Commercial,Broker_2,Accident,3362.42,Closed,2024-12-05 05:28:33.641719,Theft with forced entry,2025-01-19 05:28:33.641719,1
C00721,P10647,CU1040,FL,Life,Broker_8,Accident,3045.0,Closed,2024-08-26 05:28:33.641723,Total loss due to fire,2024-09-16 05:28:33.641723,1
C00722,P10566,CU1317,IL,Life,Broker_5,Accident,1151.03,Closed,2024-10-03 05:28:33.641727,Theft with forced entry,2024-12-02 05:28:33.641727,1
C00723,P10619,CU1342,NY,Commercial,Broker_5,Fire,7046.99,Closed,2025-02-06 05:28:33.641731,Adjuster flagged for review,2025-02-16 05:28:33.641731,1
C00724,P10302,CU1930,NY,Homeowners,Broker_2,Liability,3001.35,Open,2024-12-11 05:28:33.641735,Adjuster flagged for review,,0
C00725,P10769,CU1687,TX,Commercial,Broker_4,Theft,15912.27,Closed,2025-06-18 05:28:33.641739,Theft with forced entry,2025-07-11 05:28:33.641739,1
C00726,P10252,CU1485,CA,Homeowners,Broker_9,Fire,1510.99,Open,2025-01-26 05:28:33.641743,Theft with forced entry,,0
C00727,P10733,CU1611,FL,Auto,Broker_9,Fire,5740.23,Open,2024-11-14 05:28:33.641747,Customer reported late,,0
C00728,P10477,CU1423,CA,Auto,Broker_6,Fire,14127.17,Closed,2025-03-14 05:28:33.641751,Minor water damage,2025-03-28 05:28:33.641751,1
C00729,P10368,CU1658,IL,Commercial,Broker_9,Theft,5445.17,Open,2024-11-21 05:28:33.641755,Total loss due to fire,,0
C00730,P10678,CU1295,FL,Homeowners,Broker_4,Accident,10250.3,Denied,2024-08-23 05:28:33.641759,Theft with forced entry,,0
C00731,P10940,CU1498,FL,Commercial,Broker_1,Liability,8786.24,Open,2024-11-25 05:28:33.641763,Total loss due to fire,,0
C00732,P10159,CU1503,NY,Auto,Broker_2,Flood,2232.36,Open,2025-05-07 05:28:33.641765,Theft with forced entry,,0
C00733,P10960,CU1115,IL,Commercial,Broker_1,Flood,4583.0,Closed,2025-06-03 05:28:33.641768,Minor water damage,2025-07-25 05:28:33.641768,1
C00734,P10165,CU1475,NY,Commercial,Broker_8,Liability,849.56,Closed,2025-04-20 05:28:33.641770,Total loss due to fire,2025-05-13 05:28:33.641770,1
C00735,P10204,CU1612,NY,Homeowners,Broker_9,Theft,3834.25,Open,2025-02-26 05:28:33.641772,Vehicle rear-ended,,0
C00736,P10266,CU1727,TX,Auto,Broker_10,Flood,1309.56,Open,2024-10-19 05:28:33.641775,Minor water damage,,0
C00737,P10137,CU1065,NY,Commercial,Broker_6,Fire,6807.75,Pending,2024-12-31 05:28:33.641777,Total loss due to fire,,0
C00738,P10367,CU1546,CA,Homeowners,Broker_2,Flood,3754.5,Closed,2025-01-01 05:28:33.641780,Theft with forced entry,2025-01-23 05:28:33.641780,1
C00739,P10442,CU1476,FL,Homeowners,Broker_6,Liability,2648.58,Closed,2024-09-21 05:28:33.641782,Theft with forced entry,2024-09-29 05:28:33.641782,1
C00740,P10857,CU1835,NY,Commercial,Broker_9,Fire,1565.32,Closed,2024-08-09 05:28:33.641785,Minor water damage,2024-09-28 05:28:33.641785,1
C00741,P10759,CU1474,CA,Auto,Broker_3,Flood,33221.12,Open,2025-06-08 05:28:33.641787,Minor water damage,,0
C00742,P10566,CU1317,IL,Life,Broker_9,Liability,372.06,Closed,2024-11-21 05:28:33.641789,Theft with forced entry,2024-12-29 05:28:33.641789,1
